Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,Complain,Total_Offsprings,Living_With,Family_Size,Days_since_enrollment,Age,Total_Amount,Frequency,Total_purchases
3,67225.0,4,315,35,322,46,7,143,3,0,1,1,3,215,68,868,0,20
3,17649.0,70,15,1,23,0,5,1,3,0,1,1,3,229,47,45,0,6
3,55914.0,32,384,60,364,119,101,232,4,0,1,1,3,426,48,1260,0,25
3,40059.0,82,110,29,92,28,10,145,1,0,1,1,3,274,39,414,3,11
3,60905.0,27,208,17,76,36,17,38,2,0,1,1,3,206,73,392,0,13
3,75330.0,94,555,82,257,93,61,61,4,0,2,1,4,633,46,1109,0,25
3,60689.0,23,240,90,216,63,6,24,4,0,1,0,2,393,72,639,0,18
3,38680.0,97,11,0,36,15,5,12,1,0,1,1,3,458,39,79,0,5
3,61416.0,25,848,154,323,201,61,78,1,0,0,1,2,506,41,1665,3,23
3,49767.0,92,202,47,197,55,42,149,1,0,0,0,1,423,32,692,0,17
3,83273.0,98,433,89,650,16,102,102,10,0,3,0,4,642,53,1392,0,19
3,29009.0,19,6,6,15,10,5,2,2,0,1,1,3,212,42,44,0,5
2,45057.0,80,37,0,7,3,0,3,1,0,1,1,3,210,44,50,0,5
3,37150.0,80,167,37,64,49,34,116,8,0,1,1,3,656,52,467,0,13
3,43020.0,79,45,7,99,4,25,43,3,0,1,0,2,211,53,223,0,9
3,53154.0,50,129,0,21,0,1,7,1,0,1,1,3,20,64,158,0,8
3,65308.0,60,713,0,264,120,80,34,1,0,0,1,2,291,50,1211,6,27
3,76467.0,44,676,161,426,210,44,58,2,0,1,0,2,681,53,1575,6,12
1,81044.0,0,450,26,535,73,98,26,1,0,0,1,2,184,76,1208,0,21
3,32871.0,28,22,2,12,0,2,5,1,0,2,1,4,477,72,43,0,4
3,55801.0,35,367,4,51,6,4,95,6,0,2,0,3,280,48,527,1,15
3,76320.0,49,526,35,214,69,53,35,2,0,1,0,2,7,64,932,0,13
2,36927.0,46,51,0,16,0,0,4,2,0,2,0,3,27,68,71,0,6
3,48794.0,97,25,0,11,3,0,15,1,0,2,1,4,3,70,54,0,4
3,23478.0,51,28,6,27,12,17,39,1,0,0,0,1,467,58,129,0,6
3,71128.0,80,958,159,447,20,0,31,3,0,1,0,2,631,50,1615,0,24
2,70179.0,10,532,88,168,69,44,133,3,0,1,0,2,343,47,1034,0,23
3,59462.0,29,724,17,143,0,8,196,2,0,1,1,3,540,73,1088,0,23
3,38361.0,74,39,0,56,20,8,14,3,0,1,1,3,184,54,137,0,7
2,70038.0,54,587,54,348,71,54,130,1,0,0,1,2,247,41,1244,0,16
3,42554.0,93,29,1,11,0,0,0,2,0,2,1,4,533,45,41,0,5
3,67445.0,63,757,80,217,29,80,11,5,0,1,1,3,686,49,1174,0,27
3,67046.0,92,544,35,133,23,151,107,2,0,1,0,2,539,72,993,0,13
3,42192.0,40,40,15,15,17,6,7,1,0,0,1,2,296,75,100,0,6
2,77610.0,70,1245,33,332,21,33,16,2,0,1,1,3,608,71,1680,0,15
3,31761.0,96,19,1,20,16,14,28,2,0,1,1,3,85,39,98,0,7
3,34350.0,81,16,3,15,2,1,11,1,0,1,1,3,253,44,48,0,4
3,54591.0,63,376,4,94,12,9,24,3,0,1,1,3,328,74,519,0,16
3,71866.0,85,184,178,178,103,39,33,1,0,1,1,3,186,67,715,0,19
3,25293.0,51,15,0,11,0,2,9,1,0,1,1,3,287,54,37,0,4
2,42000.0,23,124,83,267,85,59,35,2,0,0,0,1,535,36,653,6,18
3,69520.0,95,627,120,414,121,80,93,1,0,0,1,2,357,40,1455,0,20
3,64713.0,11,180,60,241,13,54,54,2,0,1,0,2,142,53,602,6,17
2,27889.0,42,14,0,4,0,0,8,1,0,1,1,3,359,46,26,0,4
1,22123.0,77,3,3,24,34,7,31,1,0,0,0,1,94,63,102,0,6
3,27803.0,40,8,26,46,38,9,49,2,0,1,1,3,672,50,176,0,7
3,51651.0,32,293,6,23,13,6,92,4,0,1,1,3,599,63,433,0,13
3,68487.0,48,758,12,385,33,89,89,1,0,0,1,2,532,35,1366,0,29
3,56796.0,24,656,38,161,62,47,37,3,0,1,1,3,498,54,1001,0,24
1,87000.0,61,196,25,607,67,17,49,1,0,0,1,2,561,31,961,0,17
3,79823.0,6,835,73,380,114,73,43,1,0,1,1,3,90,64,1518,4,22
3,30828.0,16,16,11,15,2,0,12,2,0,1,0,2,268,43,56,0,6
2,34109.0,39,9,1,5,2,1,4,1,0,1,1,3,235,52,22,0,3
2,53367.0,2,229,7,140,10,3,11,7,0,2,0,3,302,49,400,6,14
1,22390.0,49,0,1,4,15,1,5,1,0,0,1,2,251,54,26,0,3
3,71322.0,31,121,24,124,24,15,42,1,0,1,1,3,58,47,350,0,12
3,79244.0,58,471,102,125,212,61,245,1,0,0,0,1,557,30,1216,12,21
2,49912.0,5,520,8,223,32,49,42,4,0,1,1,3,660,74,874,9,22
2,48699.0,90,26,1,10,2,0,1,1,0,2,1,4,404,73,40,0,4
3,80144.0,47,240,132,445,250,192,108,1,0,0,1,2,272,48,1367,0,18
3,54252.0,25,178,4,26,8,4,44,5,0,2,0,3,397,67,264,0,10
2,81929.0,60,1486,55,278,49,0,185,2,0,1,1,3,638,47,2053,14,18
3,76068.0,67,1115,12,128,33,12,76,1,0,1,1,3,577,48,1376,6,9
2,53204.0,40,29,0,8,2,0,6,1,0,2,1,4,101,47,45,0,4
2,67911.0,63,529,0,356,63,28,0,3,0,1,1,3,38,74,976,0,24
1,14796.0,1,13,3,8,7,4,16,2,0,1,1,3,650,39,51,6,4
2,78128.0,89,934,24,230,16,24,36,2,0,1,1,3,130,49,1264,9,18
1,14188.0,40,2,7,11,16,12,27,1,0,0,1,2,486,51,75,0,6
1,20425.0,5,4,12,5,3,16,17,2,0,1,1,3,608,37,57,0,5
2,58646.0,3,62,1,44,6,5,22,1,0,1,1,3,384,61,140,0,7
3,72967.0,1,158,35,179,0,0,125,2,0,1,0,2,561,53,497,9,17
2,48150.0,24,173,2,39,3,2,47,3,0,1,1,3,386,74,266,0,10
3,82332.0,89,830,59,968,51,79,19,1,0,0,0,1,650,62,2006,11,20
3,58275.0,48,189,10,253,56,43,64,6,0,2,0,3,392,68,615,0,17
2,44953.0,31,728,17,133,11,8,124,1,0,0,1,2,555,42,1021,3,23
3,34587.0,68,7,2,9,2,0,2,2,0,2,1,4,44,70,22,0,4
2,43018.0,46,35,4,17,7,6,64,1,0,1,1,3,240,49,133,0,6
2,45736.0,92,188,3,180,20,3,43,5,0,1,1,3,340,69,437,0,14
2,66476.0,80,742,28,152,25,9,57,2,0,1,1,3,207,54,1013,0,24
1,27733.0,16,0,7,5,26,2,17,2,0,1,1,3,307,42,57,0,5
2,69805.0,50,750,71,174,13,10,20,2,0,1,1,3,159,71,1038,0,25
2,72217.0,93,816,42,450,55,56,154,1,0,0,0,1,445,61,1573,0,21
3,25818.0,51,5,2,8,2,2,9,1,0,1,0,2,619,52,28,0,3
2,37509.0,24,37,5,56,12,8,5,2,0,1,1,3,655,47,123,0,7
1,25176.0,79,4,0,4,0,0,5,1,0,2,1,4,323,47,13,0,3
3,43586.0,26,99,2,11,4,0,16,3,0,1,1,3,668,43,132,0,7
1,53230.0,86,176,72,98,136,21,229,4,0,1,1,3,695,67,732,0,19
3,50116.0,68,54,0,10,0,0,2,2,0,2,1,4,9,66,66,4,5
3,84906.0,98,997,15,414,99,30,76,1,0,0,1,2,268,51,1631,11,23
3,61286.0,34,356,0,107,19,9,117,2,0,1,1,3,331,57,608,0,16
2,82333.0,60,1311,0,359,46,89,17,1,0,0,1,2,456,37,1822,11,17
2,65220.0,3,890,63,292,0,25,12,4,0,0,1,2,664,58,1282,6,19
3,33590.0,65,4,0,2,0,0,2,1,0,3,1,5,238,49,8,0,3
3,30992.0,83,17,0,14,7,3,2,1,0,1,0,2,433,47,43,0,4
2,72309.0,64,960,0,883,50,38,0,1,0,0,0,1,475,47,1931,7,19
2,156924.0,85,2,1,2,1,1,1,0,0,0,1,2,304,74,8,0,0
1,16005.0,69,1,3,2,20,30,47,3,0,1,1,3,684,43,103,0,5
2,65487.0,48,240,67,500,199,0,163,3,0,0,0,1,170,66,1169,0,14
3,58692.0,21,301,11,61,4,7,11,1,0,1,1,3,84,58,395,0,14
3,40590.0,30,154,0,50,6,11,37,5,0,2,0,3,270,54,258,3,10
3,20587.0,39,2,3,6,4,1,9,1,0,1,0,2,49,53,25,0,4
2,62637.0,76,104,12,48,4,12,5,1,0,1,0,2,120,69,185,0,9
2,29435.0,11,70,3,37,4,2,64,4,0,2,0,3,692,57,180,6,7
3,19346.0,26,2,0,9,3,6,2,1,0,1,0,2,150,49,22,0,4
3,35788.0,34,23,2,11,3,1,4,2,0,2,1,4,157,52,44,0,5
3,36997.0,72,43,4,12,8,0,27,5,0,2,0,3,513,55,94,0,7
3,23539.0,13,4,24,11,16,1,25,1,0,0,1,2,121,66,81,0,6
3,65333.0,58,654,7,92,0,15,30,7,0,1,0,2,163,50,798,9,21
3,78499.0,12,912,72,170,47,36,97,1,0,0,0,1,218,66,1334,11,18
2,29732.0,23,25,0,8,0,1,4,1,0,1,1,3,96,52,38,0,4
2,41275.0,33,24,4,22,0,2,9,4,0,3,1,5,97,63,61,0,7
2,63516.0,30,141,11,114,15,14,5,4,0,2,1,4,358,50,300,0,12
2,42769.0,15,71,0,13,3,1,0,2,0,1,1,3,260,61,88,0,6
2,49572.0,25,35,1,16,0,1,1,2,0,2,1,4,196,65,54,0,5
3,69209.0,4,496,32,849,229,48,128,2,0,0,1,2,650,51,1782,1,14
3,17148.0,80,9,9,11,13,10,16,4,0,1,1,3,152,47,68,0,7
3,40590.0,30,154,0,50,6,11,37,5,0,2,0,3,270,54,258,3,10
2,30560.0,6,9,1,5,4,5,7,1,0,1,1,3,367,47,31,0,4
1,32146.0,16,26,3,23,4,7,3,2,0,1,1,3,48,40,66,0,6
1,41713.0,57,77,8,44,10,10,25,5,0,2,0,3,61,59,174,0,8
2,34176.0,9,11,2,7,4,2,2,1,0,1,1,3,158,48,28,0,4
2,58482.0,59,576,7,115,19,7,7,2,0,1,1,3,109,68,731,4,20
3,59686.0,78,89,15,89,34,42,5,1,0,1,0,2,155,58,274,0,11
2,60896.0,90,1013,30,399,60,46,153,3,0,1,1,3,626,59,1701,6,23
3,62994.0,74,224,12,48,4,12,12,1,0,1,1,3,117,43,312,0,12
3,47320.0,10,200,19,111,50,15,19,6,0,1,1,3,332,66,414,0,14
1,74859.0,63,570,73,614,133,102,73,1,0,0,0,1,391,74,1565,1,22
1,15253.0,13,1,3,3,8,1,13,2,0,1,0,2,244,31,29,0,4
2,31560.0,98,62,1,20,4,0,7,2,0,1,0,2,370,49,94,0,6
3,72071.0,4,531,69,300,150,138,150,3,0,1,0,2,500,69,1338,0,17
2,91172.0,94,162,28,818,0,28,56,0,0,0,0,1,459,33,1092,17,14
3,90000.0,91,675,144,133,94,192,241,1,0,0,1,2,188,39,1479,9,17
3,41967.0,66,23,4,10,0,2,15,1,0,2,0,3,218,42,54,0,4
3,69263.0,14,492,5,32,13,5,21,1,0,1,0,2,116,58,568,4,17
1,65706.0,77,918,10,129,13,0,129,1,0,0,0,1,366,53,1199,17,26
3,60934.0,41,224,155,155,192,93,54,2,0,1,1,3,163,48,873,0,21
3,71965.0,21,572,19,286,50,38,248,3,0,1,1,3,335,72,1213,0,14
3,65210.0,25,626,0,70,0,7,28,2,0,1,1,3,111,68,731,5,20
2,79174.0,2,1074,37,518,193,92,129,1,0,0,1,2,534,48,2043,12,18
2,81380.0,51,741,68,689,224,68,103,1,0,0,0,1,554,56,1893,0,16
2,48432.0,3,322,3,50,4,3,42,5,0,1,0,2,619,50,424,0,14
3,52914.0,32,254,10,44,30,10,227,2,0,1,1,3,538,52,575,3,13
3,38946.0,84,116,6,82,6,6,41,2,0,1,1,3,248,68,257,0,10
3,26067.0,49,22,2,18,0,2,12,3,0,1,1,3,237,49,56,0,6
2,44325.0,69,516,0,21,0,0,5,4,0,1,1,3,479,51,542,4,17
3,42523.0,96,14,36,11,3,26,35,1,0,0,1,2,67,59,125,0,6
1,26487.0,23,2,8,10,12,14,23,3,0,1,0,2,405,45,69,0,6
1,53233.0,18,28,0,9,3,0,0,1,0,1,1,3,103,66,40,0,4
3,67716.0,8,530,142,217,62,9,56,4,0,1,1,3,535,63,1016,4,24
2,76234.0,21,519,50,167,130,0,41,1,0,1,1,3,143,51,907,4,22
2,84117.0,60,611,76,749,59,45,26,1,0,0,1,2,49,67,1566,5,23
2,65487.0,48,240,67,500,199,0,163,3,0,0,1,2,170,66,1169,0,14
1,25224.0,36,4,9,12,11,2,8,2,0,1,1,3,105,51,46,0,5
2,89616.0,36,671,47,655,145,111,15,1,0,0,0,1,489,40,1644,6,24
3,40851.0,63,23,1,7,0,4,24,1,0,2,0,3,493,52,59,0,4
3,27469.0,2,9,1,2,3,2,0,1,0,0,1,2,696,76,17,0,3
1,82347.0,38,556,54,845,202,133,63,1,0,0,1,2,600,66,1853,10,24
3,73803.0,61,833,80,363,52,26,174,2,0,1,1,3,697,66,1528,9,20
2,8820.0,52,12,0,13,4,2,4,4,0,2,0,3,464,71,35,0,6
3,43322.0,25,56,7,48,10,2,18,1,0,0,0,1,69,49,141,0,7
3,55593.0,63,293,8,124,11,4,106,2,0,1,1,3,312,50,546,3,15
3,50501.0,10,297,0,38,13,0,152,7,0,2,1,4,376,69,500,9,13
3,37085.0,65,39,1,16,2,0,3,4,0,2,1,4,3,48,61,0,6
1,16185.0,71,5,11,16,21,8,45,2,0,1,0,2,328,33,106,0,6
3,57731.0,0,266,21,300,65,8,44,4,0,1,0,2,583,54,704,0,22
2,48432.0,3,322,3,50,4,3,42,5,0,1,0,2,619,50,424,6,14
3,73807.0,88,366,124,156,71,78,54,2,0,1,1,3,543,45,849,0,21
3,18929.0,15,32,0,8,23,4,18,1,0,0,1,2,498,33,85,0,5
3,35893.0,80,158,0,23,0,0,18,6,0,2,0,3,622,55,199,0,9
3,61014.0,17,269,129,495,182,43,29,4,0,1,1,3,687,43,1147,0,16
3,32144.0,76,41,0,10,0,0,3,4,0,2,1,4,98,69,54,4,6
1,14918.0,52,3,3,3,15,4,15,1,0,1,1,3,569,60,43,0,4
3,45146.0,28,33,0,5,0,0,15,2,0,2,0,3,349,60,53,0,4
1,41769.0,31,302,29,131,32,0,27,6,0,1,0,2,501,68,521,0,16
3,88325.0,42,519,71,860,93,27,53,1,0,0,1,2,144,42,1623,0,17
2,38054.0,24,23,2,17,2,1,0,2,0,2,0,3,59,73,45,0,5
1,80617.0,42,594,51,631,72,55,32,1,0,0,0,1,625,28,1435,0,18
3,5305.0,12,12,4,7,1,3,5,0,0,1,1,3,334,47,32,0,1
3,36807.0,88,4,2,5,0,0,5,1,0,2,1,4,556,69,16,0,3
3,28427.0,67,18,3,19,3,3,6,2,0,1,1,3,465,40,52,0,5
2,82032.0,54,332,194,377,149,125,57,0,0,0,0,1,85,75,1234,0,17
3,22775.0,40,5,1,8,0,0,1,1,0,1,1,3,375,45,15,0,3
2,40101.0,73,171,3,129,26,24,62,4,0,1,1,3,623,38,415,0,13
3,58025.0,81,270,31,88,11,48,22,3,0,1,1,3,215,44,470,0,15
2,75777.0,12,712,26,538,69,13,80,1,0,0,0,1,360,41,1438,15,20
1,7500.0,7,2,8,11,3,8,21,4,0,1,1,3,418,44,53,0,7
2,33562.0,33,21,12,12,0,3,3,3,0,3,1,5,4,60,51,0,6
2,57642.0,24,580,6,58,8,0,27,3,0,1,0,2,171,53,679,3,19
3,58554.0,55,368,24,68,38,0,88,6,0,2,1,4,641,55,586,0,16
3,63777.0,87,457,5,106,15,17,53,8,0,2,1,4,462,44,653,0,18
3,57967.0,39,229,7,137,4,0,91,5,0,1,0,2,483,61,468,0,14
3,24434.0,9,3,2,8,20,0,17,2,0,2,1,4,42,51,50,0,5
3,11012.0,82,24,3,26,7,1,23,3,0,1,0,2,470,39,84,3,6
2,44802.0,71,853,10,143,13,10,20,2,0,0,0,1,677,53,1049,0,25
3,26816.0,50,5,1,6,3,4,3,1,0,0,0,1,681,37,22,0,3
3,34421.0,81,3,3,7,6,2,9,1,0,1,1,3,363,49,30,0,3
3,61223.0,46,709,43,182,42,118,247,2,0,1,1,3,381,56,1341,0,16
2,64014.0,56,406,0,30,0,0,8,7,0,3,1,5,19,77,444,1,15
3,56981.0,91,908,48,217,32,12,24,1,0,0,0,1,155,42,1241,4,18
2,69245.0,8,428,30,214,80,30,61,2,0,1,1,3,156,67,843,0,21
2,52869.0,40,84,3,61,2,1,21,3,0,2,1,4,622,69,172,6,8
